Company,Sector,Unit,Year,UF,Ecoregion,Biome,River_Basin,Area_ha,FB_dolar,GEE_tCO2e_ano,Energ_tep-year,Water_m3,IIr,IIg,IIa,IIe,IIoa,IIB,BCA_min,BCA_achieved,Mitigation
FC1,Flor/Ind,FC1.04,2017,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,23486778,20887,1967,39553,14,22,10,10,6,12,19824,0,0%
FC1,Flor/Ind,FC1.05,2017,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,23486778,20887,1967,39553,14,22,62,10,93,40,32382,0,0%
FC1,Flor/Ind,FC1.06,2017,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,25365720,22558,2124,42718,17,24,66,11,60,36,31490,0,0%
FC1,Flor/Ind,FC1.07,2017,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,9159844,8146,767,15426,5,9,2,4,6,5,10393,0,0%
FC1,Flor/Ind,FC1.08,2017,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,28184134,25065,2360,47464,17,27,5,12,10,14,22009,0,0%
FF1,Flor,FF1.01,2017,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,26514,175632270,1166225,45668,821379,102,559,178,194,954,397,151897,6682,4%
FF1,Flor,FF1.02,2017,SP,Cerrado,Cerrado,RB.Parana,28987,99102848,658058,25769,463474,60,417,32,120,661,258,107322,48938,46%
FF1,Flor,FF1.03,2017,SP,Cerrado,Cerrado,RB.Parana,28548,131311274,871927,34144,614103,135,487,42,152,658,295,123162,49401,40%
FF1,Flor,FF1.04,2017,SP,Cerrado,Cerrado,RB.Parana,13919,152508272,1012678,39655,713235,154,524,48,173,484,277,125214,29318,23%
FF1,Flor,FF1.05,2017,MG,Cerrado,Cerrado,RB.Parana,54709,202059696,1341707,52540,944972,194,593,63,217,786,371,153658,348828,227%
FC2,Flor/Ind,FC2.01,2017,BA,Caatinga,Caatinga,RB.Atl.Leste,13,2540324,6342,1683,112655,3,7,23,9,2,9,8998,0,0%
FC2,Flor/Ind,FC2.02,2017,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,3693363,9221,2447,163788,3,10,14,13,7,9,10220,0,0%
FC2,Flor/Ind,FC2.03,2017,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,23352346,58299,15475,1035597,3,60,633,75,112,177,60192,0,0%
FC2,Flor/Ind,FC2.04,2017,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,1832627,4575,1214,81271,3,5,21,6,5,8,7892,0,0%
FC2,Flor/Ind,FC2.05,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,21426209,53491,14198,950179,3,55,131,70,74,67,38966,0,0%
FC2,Flor/Ind,FC2.06,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,5161696,12886,3420,228904,3,14,35,18,17,17,14681,0,0%
FC2,Flor/Ind,FC2.07,2017,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,6009593,15003,3982,266505,3,16,19,21,46,21,16589,0,0%
FC2,Flor/Ind,FC2.08,2017,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,17883204,44646,11850,793059,3,46,54,59,4,33,27588,0,0%
FF2,Flor,FF2.01,2017,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,321388,1468347465,3665737,973013,65116194,3,799,823,837,997,692,354935,2284924,644%
FF2,Flor,FF2.02,2017,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,128082647,319759,84875,5680028,3,258,600,309,976,429,143176,12663,9%
FF2,Flor,FF2.03,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,135097,675920544,1687439,447905,29974767,3,647,827,702,992,634,273278,1445162,529%
FF2,Flor,FF2.04,2017,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8792,43988384,109817,29149,1950735,3,107,122,133,837,240,82325,104008,126%
AG1,Agrop/Alim,AG1.01,2017,GO,Cerrado,Cerrado,RB.Parana,107,347561355,125300,26928,2259577,110,120,139,124,7,100,103743,651,1%
AG1,Agrop/Alim,AG1.02,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,7374204,2658,571,47941,3,3,8,3,333,70,29181,1340,5%
AG1,Agrop/Alim,AG1.03,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,344650991,124251,26702,2240656,109,119,263,123,333,189,135318,1340,1%
AG1,Agrop/Alim,AG1.04,2017,PR,Cerrado,Cerrado,RB.Parana,1704,696499391,251097,53962,4528104,198,214,244,221,103,196,168443,1508,1%
AG1,Agrop/Alim,AG1.05,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,348646132,125692,27012,2266629,110,120,265,125,333,191,136121,1340,1%
AG1,Agrop/Alim,AG1.06,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,704489673,253978,54581,4580051,200,216,421,223,500,312,205363,1896,1%
AG1,Agrop/Alim,AG1.07,2017,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,343941373,123995,26647,2236043,109,119,138,123,444,187,134356,1344,1%
AG1,Agrop/Alim,AG1.08,2017,MS,Cerrado,Cerrado,RB.Parana,76,343566214,123860,26618,2233604,109,119,138,123,5,99,102781,241,0%
AG1,Agrop/Alim,AG1.09,2017,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,1851748,668,143,12039,1,1,1,1,19,5,6216,0,0%
AG1,Agrop/Alim,AG1.10,2017,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,347561355,125300,26928,2259577,110,120,139,124,444,187,135037,1344,1%
AG1,Agrop/Alim,AG1.11,2017,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,347561355,125300,26928,2259577,110,120,374,124,20,150,122835,185,0%
AG1,Agrop/Alim,AG1.12,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,3598704,1297,279,23396,1,1,4,1,333,68,23464,1340,6%
AG1,Agrop/Alim,AG1.13,2017,GO,Cerrado,Cerrado,RB.Parana,33,344650991,124251,26702,2240656,109,119,138,123,2,98,102740,103,0%
AG1,Agrop/Alim,AG1.14,2017,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,702320120,253196,54413,4565946,200,216,547,223,25,242,184360,267,0%
AG1,Agrop/Alim,AG1.15,2017,MT,Cerrado,Cerrado,RB.Amazonica,625,352244836,126989,27291,2290025,111,121,1,126,40,80,94816,1207,1%
AG1,Agrop/Alim,AG1.16,2017,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,1052821256,379556,81568,6844635,272,292,644,301,58,313,231112,369,0%
AG1,Agrop/Alim,AG1.17,2017,GO,Cerrado,Cerrado,RB.Parana,13,344650991,124251,26702,2240656,109,119,138,123,1,98,102621,0,0%
AG1,Agrop/Alim,AG1.18,2017,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,347561355,125300,26928,2259577,110,120,48,124,656,212,142081,1428,1%
AG1,Agrop/Alim,AG1.19,2017,MT,Cerrado,Cerrado,RB.Amazonica,625,343566214,123860,26618,2233604,109,119,1,123,40,78,93355,1207,1%
AG1,Agrop/Alim,AG1.20,2017,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,2226907,803,173,14478,1,1,4,1,576,116,25564,1223,5%
AG1,Agrop/Alim,AG1.21,2017,PR,Cerrado,Cerrado,RB.Parana,852,1851748,668,143,12039,1,1,1,1,54,11,9146,1066,12%
AG1,Agrop/Alim,AG1.22,2017,GO,Cerrado,Cerrado,RB.Parana,4442,349881802,126137,27107,2274663,111,121,140,125,230,145,121555,2567,2%
AG1,Agrop/Alim,AG1.23,2017,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,343566214,123860,26618,2233604,109,119,371,123,20,148,121990,185,0%
AG1,Agrop/Alim,AG1.24,2017,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,1851748,668,143,12039,1,1,1,1,25,6,6749,0,0%
AG1,Agrop/Alim,AG1.25,2017,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,353167325,127321,27362,2296023,111,122,141,126,444,189,136087,1344,1%
AG1,Agrop/Alim,AG1.26,2017,MG,Cerrado,Cerrado,RB.Parana,7623,352619995,127124,27320,2292464,111,121,141,126,339,168,129416,2940,2%
AG1,Agrop/Alim,AG1.27,2017,MT,Cerrado,Cerrado,RB.Paraguai,625,344650991,124251,26702,2240656,109,119,47,123,40,88,97983,1207,1%
AG1,Agrop/Alim,AG1.28,2017,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,1041961307,375641,80727,6774032,270,290,519,298,600,395,254035,2322,1%
AG1,Agrop/Alim,AG1.29,2017,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,2226907,803,173,14478,1,1,24,1,561,117,25644,326,1%
HP1,Hidro,HP1.01,2018,MG,Cerrado,Cerrado,RB.Parana,44924,379625655,541500,37307,17611,14,371,1,164,752,260,159012,339193,213%
HP1,Hidro,HP1.02,2018,MG,Cerrado,Cerrado,RB.Parana,57600,887281923,1265624,87196,41161,31,579,3,315,795,345,228858,0,0%
HP1,Hidro,HP1.03,2018,MG,Cerrado,Cerrado,RB.Parana,7335,34240745,48841,3365,1588,1,50,0,17,331,80,48214,0,0%
HP1,Hidro,HP1.04,2018,MG,Cerrado,Cerrado,RB.Parana,172,38706930,55212,3804,1796,1,57,0,20,11,18,26614,2323,9%
HP1,Hidro,HP1.09,2018,MG,Cerrado,Cerrado,RB.Parana,5023,156316446,222971,15362,7252,6,195,1,75,253,106,84228,0,0%
HP1,Hidro,HP1.10,2018,MG,Cerrado,Cerrado,RB.Parana,3732,181381325,258724,17825,8414,7,244,1,89,633,195,133902,0,0%
HP1,Hidro,HP1.11,2018,MG,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,9022,157410662,224532,15470,7302,6,218,1,78,957,252,145655,0,0%
HP1,Hidro,HP1.12,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,576,75925131,108300,7461,3522,3,105,0,38,251,80,60597,0,0%
HP1,Hidro,HP1.13,2018,MG,Cerrado,Cerrado,RB.Atl.Leste,14295,267971051,382235,26334,12431,10,294,3,122,490,184,124151,227679,183%
HP1,Hidro,HP1.14,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Parana,4265,133985525,191118,13167,6216,5,172,0,65,800,209,107116,0,0%
HP1,Hidro,HP1.15,2018,ES,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,191,40940022,58397,4023,1899,1,60,0,21,152,47,40579,0,0%
HP1,Hidro,HP1.16,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,150,58060394,82818,5706,2693,2,83,0,29,124,48,45177,0,0%
HP1,Hidro,HP1.17,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,3290,245640130,350382,24140,11395,9,276,1,113,756,231,133285,0,0%
HP1,Hidro,HP1.18,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.Atl.SE,17,83368771,118918,8193,3868,3,114,0,41,16,35,44116,0,0%
HP1,Hidro,HP1.19,2018,MG,Cerrado,Cerrado,RB.S.Francisco,109000,294768156,420459,28968,13674,11,314,1,132,880,268,149503,0,0%
HP1,Hidro,HP1.20,2018,MG,Cerrado,Cerrado,RB.S.Francisco,3943,78158223,111485,7681,3626,3,108,0,39,210,72,58608,0,0%
HP2,Hidro,HP2.01,2018,RS,Campos.Sulinos,Pampa,RB.Uruguai,15200,52752182,2112,31461,106735,47,2,17,142,922,226,84579,5677,7%
HP2,Hidro,HP2.02,2018,SC/RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Uruguai,14100,338454268,2637,201850,684806,200,3,98,515,892,342,172444,206607,120%
HP2,Hidro,HP2.03,2018,SC/RS,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,7900,266095080,1230,158696,538399,192,1,79,455,881,322,156795,7434,5%
HP2,Hidro,HP2.04,2018,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,5600,251623242,240,150065,509118,192,0,35,442,766,287,147020,0,0%
HP2,Hidro,HP2.05,2018,PR,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,21000,331451766,4479,197674,670638,238,5,46,510,924,345,172022,0,0%
HP2,Hidro,HP2.06,2018,MT,Cerrado,Cerrado,RB.Paraguai,1900,41104687,112,24514,83169,37,0,2,114,113,53,42913,665640,1551%
HP2,Hidro,HP2.07,2018,GO,Cerrado,Cerrado,RB.Tocantins,13900,105037531,40,62643,212526,90,0,3,248,483,165,90456,1176,1%
HP2,Hidro,HP2.08,2018,TO,Cerrado,Cerrado,RB.Tocantins,10400,56766950,99,33855,114859,51,0,2,151,412,123,66931,4531,7%
HP2,Hidro,HP2.09,2018,TO/MA,Cerrado,Cerrado,RB.Tocantins,59000,253723993,417,151318,513369,193,0,7,444,799,289,147769,7349,5%
HP2,Hidro,HP2.10,2018,MG,Cerrado,Cerrado,RB.Parana,5186,96591705,16,57606,192690,1,0,14,233,259,101,71895,0,0%
HP2,Hidro,HP2.11,2018,MG,Cerrado,Cerrado,RB.Parana,3460,100379615,99,59865,200247,1,0,27,382,368,156,105968,0,0%
FC1,Flor/Ind,FC1.01,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,7,127813095,6248,12541,243464,126,7,17,62,11,44,55214,0,0%
FC1,Flor/Ind,FC1.02,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,127813095,3098,12541,243464,126,3,17,62,20,46,55809,0,0%
FC1,Flor/Ind,FC1.03,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,13,30134795,20019,2957,57402,33,21,4,15,20,19,25222,0,0%
FC1,Flor/Ind,FC1.04,2018,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,8,20782617,43689,2039,39588,23,45,10,11,6,19,22813,0,0%
FC1,Flor/Ind,FC1.05,2018,PE,Fl.Cost.PE,Mat.Atlantica,RB.At.NE.Or,9,20782617,12596,2039,39588,23,14,62,11,93,40,31300,0,0%
FC1,Flor/Ind,FC1.06,2018,PB,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,8,22445226,11247,2202,42755,25,12,66,11,60,35,30150,0,0%
FC1,Flor/Ind,FC1.07,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,4,8105221,590,795,15439,84,1,2,4,6,19,17467,0,0%
FC1,Flor/Ind,FC1.08,2018,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,6,24939141,9924,2447,47505,27,11,5,13,10,13,20637,0,0%
FF1,Flor,FF1.01,2018,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,1845,195063865,262713,47353,822089,165,222,178,200,590,271,133327,6713,5%
FF1,Flor,FF1.02,2018,SP,Cerrado,Cerrado,RB.Parana,23812,110067385,1208166,26720,463875,100,568,32,123,616,288,115847,48108,42%
FF1,Flor,FF1.03,2018,SP,Cerrado,Cerrado,RB.Parana,23374,145839285,949193,35404,614634,128,508,42,157,611,289,125985,48615,39%
FF1,Flor,FF1.04,2018,SP,Cerrado,Cerrado,RB.Parana,8744,169381475,824856,41119,713852,146,473,49,178,371,243,122306,28510,23%
FF1,Flor,FF1.05,2018,MG,Cerrado,Cerrado,RB.Parana,54092,224415168,2526836,54478,945789,185,733,63,223,785,398,163160,348771,214%
FC2,Flor/Ind,FC2.01,2018,BA,Caatinga,Caatinga,RB.Atl.Leste,13,2489475,6050,1567,105353,3,7,22,8,2,8,8738,0,0%
FC2,Flor/Ind,FC2.02,2018,MG,Fl.Int.Bahia,Mat.Atlantica,RB.S.Francisco,7,3093108,7517,1946,130898,3,8,11,10,7,8,9048,0,0%
FC2,Flor/Ind,FC2.03,2018,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,15,31098930,75582,14154,951898,3,76,613,69,112,175,65111,0,0%
FC2,Flor/Ind,FC2.04,2018,RS,Campos.Sulinos,Pampa,RB.Atl.Sul,7,1877340,4563,1181,79448,3,5,21,6,5,8,7893,0,0%
FC2,Flor/Ind,FC2.05,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,85,191195384,464678,32539,2188270,3,336,258,146,74,163,107198,0,0%
FC2,Flor/Ind,FC2.06,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,19,5006977,12169,3151,211892,3,13,33,16,17,17,14219,0,0%
FC2,Flor/Ind,FC2.07,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,30,3204578,7788,16269,1094135,3,8,73,79,46,42,18487,0,0%
FC2,Flor/Ind,FC2.08,2018,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,7,17861326,43410,11240,755879,3,45,51,56,4,32,27120,0,0%
FF2,Flor,FF2.01,2018,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,342657,1163442117,2827610,732125,49236084,3,755,779,794,997,666,326401,2287218,701%
FF2,Flor,FF2.02,2018,SC,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,25600,155125616,377015,97617,6564811,3,291,634,340,976,449,154208,12663,8%
FF2,Flor,FF2.03,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,134460,1147698150,2789346,434394,29213410,3,752,823,696,992,653,322586,1445157,448%
FF2,Flor,FF2.04,2018,SP,Fl.Int.Par.Paran,Mat.Atlantica,RB.Parana,8792,51708539,125672,32539,2188270,3,120,135,146,837,248,87461,104008,119%
AG1,Agrop/Alim,AG1.01,2018,GO,Cerrado,Cerrado,RB.Parana,107,305894633,111146,22748,2108193,87,108,131,107,7,88,94712,651,1%
AG1,Agrop/Alim,AG1.02,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,6509017,2365,484,44859,2,3,7,3,333,69,28081,1340,5%
AG1,Agrop/Alim,AG1.03,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,303585303,110306,22576,2092278,86,107,250,106,333,176,126605,1340,1%
AG1,Agrop/Alim,AG1.04,2018,PR,Cerrado,Cerrado,RB.Parana,1704,613810150,223025,45647,4230314,160,195,232,194,103,177,155427,1508,1%
AG1,Agrop/Alim,AG1.05,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,306958342,111532,22827,2115524,87,108,252,107,333,178,127318,1340,1%
AG1,Agrop/Alim,AG1.06,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1065,620556227,225477,46148,4276807,162,197,405,196,500,292,192395,1896,1%
AG1,Agrop/Alim,AG1.07,2018,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,302846988,110038,22522,2087189,86,107,130,106,444,175,125938,1344,1%
AG1,Agrop/Alim,AG1.08,2018,MS,Cerrado,Cerrado,RB.Parana,76,302521595,109920,22497,2084947,86,107,130,106,5,87,93835,241,0%
AG1,Agrop/Alim,AG1.09,2018,RJ,Fl.Cost.SM,Mat.Atlantica,RB.Atl.SE,12,1712203,622,127,11800,1,1,1,1,19,5,6045,0,0%
AG1,Agrop/Alim,AG1.10,2018,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,305894633,111146,22748,2108193,87,108,131,107,444,175,126537,1344,1%
AG1,Agrop/Alim,AG1.11,2018,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,305894633,111146,22748,2108193,87,108,358,107,20,136,113697,185,0%
AG1,Agrop/Alim,AG1.12,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,533,3319772,1206,247,22880,1,1,4,1,333,68,22905,1340,6%
AG1,Agrop/Alim,AG1.13,2018,GO,Cerrado,Cerrado,RB.Parana,33,303585303,110306,22576,2092278,86,107,130,106,2,86,93789,103,0%
AG1,Agrop/Alim,AG1.14,2018,RS,Fl.Int.Par.Paran,Mat.Atlantica,RB.Atl.Sul,44,618428810,224704,45990,4262145,161,196,529,195,25,221,171184,267,0%
AG1,Agrop/Alim,AG1.15,2018,MT,Cerrado,Cerrado,RB.Amazonica,625,310278113,112738,23074,2138404,88,109,1,108,40,69,86125,1207,1%
AG1,Agrop/Alim,AG1.16,2018,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,66,927091836,336855,68944,6389418,224,268,628,266,58,289,215260,369,0%
AG1,Agrop/Alim,AG1.17,2018,GO,Cerrado,Cerrado,RB.Parana,13,303585303,110306,22576,2092278,86,107,130,106,1,86,93665,0,0%
AG1,Agrop/Alim,AG1.18,2018,MT,Fl.Sec.Chiquit,Amazonia,RB.Paraguai,625,305894633,111146,22748,2108193,87,108,45,107,656,200,133859,1428,1%
AG1,Agrop/Alim,AG1.19,2018,MT,Cerrado,Cerrado,RB.Amazonica,625,302521595,109920,22497,2084947,86,107,1,106,40,68,84777,1207,1%
AG1,Agrop/Alim,AG1.20,2018,PR,Fl.Cost.SM,Mat.Atlantica,RB.Atl.Sul,852,2037596,740,152,14043,1,1,4,1,576,116,24905,1223,5%
AG1,Agrop/Alim,AG1.21,2018,PR,Cerrado,Cerrado,RB.Parana,852,1712203,622,127,11800,1,1,1,1,54,11,8922,1066,12%
AG1,Agrop/Alim,AG1.22,2018,GO,Cerrado,Cerrado,RB.Parana,4442,308433486,112068,22937,2125691,88,109,132,108,230,133,113015,2567,2%
AG1,Agrop/Alim,AG1.23,2018,RS,Fl.Araucaria,Mat.Atlantica,RB.Atl.Sul,22,302521595,109920,22497,2084947,86,107,355,106,20,135,112943,185,0%
AG1,Agrop/Alim,AG1.24,2018,SP,Fl.Cost.SM,Mat.Atlantica,RB.Parana,16,1712203,622,127,11800,1,1,1,1,25,6,6576,0,0%
AG1,Agrop/Alim,AG1.25,2018,PR,Fl.Araucaria,Mat.Atlantica,RB.Parana,852,311068209,113025,23133,2143849,88,109,133,109,444,177,127549,1344,1%
AG1,Agrop/Alim,AG1.26,2018,MG,Cerrado,Cerrado,RB.Parana,7623,310603507,112856,23098,2140646,88,109,133,109,339,156,120861,2940,2%
AG1,Agrop/Alim,AG1.27,2018,MT,Cerrado,Cerrado,RB.Paraguai,625,303585303,110306,22576,2092278,86,107,44,106,40,77,89309,1207,1%
AG1,Agrop/Alim,AG1.28,2018,SC,Fl.Araucaria,Mat.Atlantica,RB.Uruguai,1598,917948901,333533,68264,6326406,222,266,501,265,600,371,238360,2322,1%
AG1,Agrop/Alim,AG1.29,2018,PE,Fl.Int.PE,Mat.Atlantica,RB.At.NE.Or,156,2037596,740,152,14043,1,1,23,1,561,117,24974,326,1%
